id,selling_date,vehicle_type,transmission_type,fuel_type,repaired,seller,brand,odometer,horse_power,manufactured_date,price
22381,2011-03-27 13:48:41,Other,Automatic,gasoline,,295,mercedes_benz,"150,000km",231,1978,"229,188,000 Rwf"
22382,2011-04-05 07:57:02,sedan,Manual,gasoline,,172,volkswagen,"150,000km",75,1997,"24,240,000 Rwf"
22383,2011-03-26 13:53:14,,,gasoline,,657,opel,"150,000km",0,1995,"120,000 Rwf"
22384,2011-03-07 15:50:00,Other,Manual,gasoline,,708,opel,"90,000km",241,2003,"156,468,000 Rwf"
22385,2011-03-21 19:58:21,sedan,Automatic,gasoline,,784,audi,"150,000km",170,1998,"49,188,000 Rwf"
22386,2011-03-26 00:58:46,sedan,Automatic,gasoline,,304,mercedes_benz,"150,000km",197,1991,"13,080,000 Rwf"
22387,2011-04-05 11:37:02,compact car,Manual,gasoline,,11,fiat,"150,000km",55,1991,"720,000 Rwf"
22388,2011-03-13 18:38:52,van,Manual,gasoline,,288,mazda,"150,000km",101,1997,"12,598,800 Rwf"
22389,2011-03-22 17:44:47,Other,Manual,gasoline,Yes,546,opel,"150,000km",160,1986,"12,240,000 Rwf"
22390,2011-03-30 22:52:50,SUV,Automatic,diesel,,660,bmw,"150,000km",177,2005,"204,502,800 Rwf"
22391,2011-03-23 17:53:30,station wagon,,gasoline,,752,honda,"150,000km",0,1994,"12,000,000 Rwf"
22392,2011-04-02 00:59:25,station wagon,Automatic,gasoline,,204,ford,"150,000km",147,1992,"13,074,000 Rwf"
22393,2011-04-03 14:49:23,sedan,Manual,diesel,,323,audi,"150,000km",105,1999,"60,240,000 Rwf"
22394,2011-03-25 11:56:14,sedan,Manual,gasoline,,392,bmw,"150,000km",118,1995,"13,176,000 Rwf"
22395,2011-04-02 16:52:49,compact car,Automatic,gasoline,,694,smart,"125,000km",75,2000,"37,198,800 Rwf"
22396,2011-03-26 17:36:19,compact car,Manual,diesel,,803,volkswagen,"80,000km",90,2006,"108,720,000 Rwf"
22397,2011-03-11 12:52:57,station wagon,,diesel,,682,audi,"150,000km",0,2003,"36,600,000 Rwf"
22398,2011-03-24 07:57:08,,Manual,gasoline,,636,fiat,"30,000km",86,2011,"133,140,000 Rwf"
22399,2011-04-03 15:49:37,compact car,Manual,gasoline,,803,ford,"150,000km",60,1994,"12,420,000 Rwf"
22400,2011-04-03 21:51:16,Other,Manual,gasoline,,275,bmw,"150,000km",102,1989,"420,000 Rwf"
22401,2011-04-02 12:58:31,,Automatic,,Yes,417,peugeot,"100,000km",0,2012,"780,000 Rwf"
22402,2011-03-29 17:50:43,sedan,Automatic,diesel,,422,bmw,"150,000km",231,2001,"109,198,800 Rwf"
22403,2011-04-02 10:51:05,,Manual,,,758,opel,"125,000km",125,2012,"48,358,800 Rwf"
22404,2011-03-20 16:46:47,station wagon,Automatic,gasoline,,626,volvo,"150,000km",116,1987,"36,420,000 Rwf"
22405,2011-03-29 23:53:31,compact car,Manual,diesel,,460,skoda,"70,000km",105,2004,"84,588,000 Rwf"
22406,2011-03-19 17:39:12,SUV,Manual,diesel,,131,suzuki,"125,000km",129,2001,"97,080,000 Rwf"
22407,2011-03-09 09:43:03,compact car,Manual,gasoline,,104,ford,"80,000km",0,1993,"720,000 Rwf"
22408,2011-04-04 15:48:33,sedan,Manual,gasoline,,117,sonstige_autos,"150,000km",155,2000,"72,300,000 Rwf"
22409,2011-04-02 19:37:38,station wagon,Manual,gasoline,,41,toyota,"100,000km",110,1998,"24,720,000 Rwf"
22410,2011-04-04 19:44:27,sedan,Manual,diesel,Yes,290,renault,"150,000km",0,1998,"12,480,000 Rwf"
22411,2011-04-03 14:48:46,station wagon,Manual,gasoline,,852,audi,"100,000km",125,2004,"121,078,800 Rwf"
22412,2011-03-16 15:31:03,sedan,Automatic,diesel,,112,bmw,"150,000km",218,2000,"72,000,000 Rwf"
22413,2011-03-12 09:57:25,station wagon,Automatic,diesel,,327,bmw,"150,000km",197,2004,"156,238,800 Rwf"
22414,2011-03-15 09:53:17,station wagon,Manual,diesel,,119,volkswagen,"30,000km",105,2007,"132,600,000 Rwf"
22415,2011-03-25 15:59:17,compact car,Manual,gasoline,Yes,213,renault,"150,000km",43,1994,"468,000 Rwf"
22416,2011-04-01 08:57:37,,,,,631,volkswagen,"150,000km",0,2000,"54,000 Rwf"
22417,2011-03-10 08:56:46,sedan,Manual,gasoline,,30,mazda,"150,000km",115,1997,"13,020,000 Rwf"
22418,2011-03-16 20:56:02,Other,Manual,gasoline,Yes,307,bmw,"150,000km",102,1990,"600,000 Rwf"
22419,2011-03-27 11:57:02,sedan,Automatic,,,230,hyundai,"150,000km",180,1998,"24,000,000 Rwf"
22420,2011-03-08 21:47:58,,Manual,gasoline,,471,renault,"80,000km",58,1995,"1,198,800 Rwf"
22421,2011-04-01 17:57:26,sedan,Manual,gasoline,,54,audi,"150,000km",90,1988,"478,800 Rwf"
22422,2011-03-15 14:36:47,Other,Automatic,gasoline,,356,mercedes_benz,"40,000km",551,2007,"612,000,000 Rwf"
22423,2011-03-17 19:58:14,,Manual,gasoline,,912,volkswagen,"150,000km",45,2012,"480,000 Rwf"
22424,2011-03-23 17:56:09,compact car,Manual,gasoline,,145,toyota,"150,000km",75,1990,"1,188,000 Rwf"
22425,2011-03-20 21:52:03,sedan,Manual,diesel,,228,bmw,"125,000km",163,2007,"216,358,800 Rwf"
22426,2011-04-04 11:53:31,Other,,,,545,sonstige_autos,"50,000km",0,1987,"123,600,000,000 Rwf"
22427,2011-03-18 18:46:18,station wagon,Automatic,gasoline,,275,volkswagen,"150,000km",150,1994,"24,600,000 Rwf"
22428,2011-03-19 11:44:44,station wagon,Manual,diesel,,137,opel,"150,000km",75,1999,"36,000,000 Rwf"
22429,2011-03-30 09:55:41,,Automatic,gasoline,,810,smart,"125,000km",54,2012,"12,780,000 Rwf"
22430,2011-03-21 13:44:01,sedan,Manual,gasoline,,615,skoda,"5,000km",69,2009,"84,720,000 Rwf"
22431,2011-03-18 12:49:21,sedan,Manual,,,879,bmw,"100,000km",192,1991,"420,000 Rwf"
22432,2011-03-22 12:48:46,sedan,Automatic,gasoline,,883,bmw,"10,000km",177,2010,"396,960,000 Rwf"
22433,2011-03-26 17:50:32,station wagon,Manual,diesel,,597,ford,"40,000km",116,2009,"192,480,000 Rwf"
22434,2011-03-15 22:37:03,station wagon,Automatic,diesel,,495,audi,"150,000km",179,1996,"36,960,000 Rwf"
22435,2011-03-08 16:48:28,compact car,Manual,gasoline,,14,volkswagen,"50,000km",75,2007,"85,176,000 Rwf"
22436,2011-04-03 01:51:34,station wagon,Automatic,,,692,volkswagen,"125,000km",140,2003,0 Rwf
22437,2011-03-16 16:48:47,compact car,Manual,gasoline,,596,volkswagen,"150,000km",45,1992,"960,000 Rwf"
22438,2011-04-05 00:53:23,sedan,Manual,diesel,,121,volkswagen,"150,000km",140,2002,"72,000,000 Rwf"
22439,2011-03-20 12:40:33,station wagon,Manual,diesel,,85,volkswagen,"150,000km",102,1993,"72,480,000 Rwf"
22440,2011-03-10 09:36:21,,Manual,,,881,volkswagen,"150,000km",174,1990,"36,838,800 Rwf"
22441,2011-03-21 14:50:14,van,Manual,diesel,,195,mercedes_benz,"150,000km",91,1999,"48,600,000 Rwf"
22442,2011-03-07 21:39:58,compact car,Automatic,gasoline,,708,smart,"80,000km",0,1994,"12,518,400 Rwf"
22443,2011-03-29 20:39:42,compact car,Manual,gasoline,,507,opel,"80,000km",56,2000,"24,840,000 Rwf"
22444,2011-03-30 20:46:21,convertible,Manual,gasoline,Yes,425,peugeot,"150,000km",136,1997,"12,960,000 Rwf"
22445,2011-03-24 10:54:12,compact car,Manual,,,941,mitsubishi,"150,000km",70,1983,"1,198,800 Rwf"
22446,2011-03-16 21:54:52,van,Manual,gasoline,,308,seat,"100,000km",102,1999,"37,188,000 Rwf"
22447,2011-03-11 11:54:08,compact car,Manual,gasoline,Yes,593,ford,"90,000km",75,1996,"238,800 Rwf"
22448,2011-03-07 17:56:02,station wagon,Manual,diesel,,961,opel,"150,000km",75,1997,"13,140,000 Rwf"
22449,2011-04-02 22:37:16,sedan,Automatic,gasoline,,134,mercedes_benz,"150,000km",306,1998,"132,000,000 Rwf"
22450,2011-03-31 18:46:23,compact car,Manual,gasoline,,738,volkswagen,"150,000km",75,1996,"24,960,000 Rwf"
22451,2011-04-02 18:50:22,sedan,Manual,diesel,,493,audi,"150,000km",140,1999,"96,358,800 Rwf"
22452,2011-03-12 15:57:49,van,Manual,gasoline,,105,mitsubishi,"150,000km",150,1995,"12,300,000 Rwf"
22453,2011-03-23 20:48:20,sedan,Automatic,diesel,,449,volkswagen,"50,000km",140,2006,"144,840,000 Rwf"
22454,2011-03-20 16:55:28,sedan,Manual,gasoline,Yes,819,renault,"150,000km",120,1997,"900,000 Rwf"
22455,2011-03-20 20:58:48,sedan,Manual,gasoline,,91,audi,"150,000km",150,1989,"838,800 Rwf"
22456,2011-03-08 19:58:28,station wagon,Automatic,gasoline,,973,subaru,"150,000km",158,2000,"60,960,000 Rwf"
22457,2011-03-07 16:59:26,,Manual,gasoline,Yes,598,skoda,"150,000km",69,2012,"24,600,000 Rwf"
22458,2011-04-05 01:55:50,compact car,Manual,,,517,volkswagen,"125,000km",45,1986,"480,000 Rwf"
22459,2011-03-13 10:46:42,sedan,Manual,gasoline,,779,volvo,"150,000km",113,1982,"24,180,000 Rwf"
22460,2011-03-20 00:56:48,compact car,Manual,gasoline,,786,mitsubishi,"150,000km",75,1993,"1,198,800 Rwf"
22461,2011-04-02 18:25:36,sedan,Automatic,gasoline,,12,audi,"150,000km",150,1990,"240,000 Rwf"
22462,2011-04-05 11:50:05,sedan,Manual,gasoline,,302,fiat,"125,000km",105,2001,"36,300,000 Rwf"
22463,2011-03-09 17:36:56,station wagon,Manual,,,575,volkswagen,"150,000km",131,1998,"48,000,000 Rwf"
22464,2011-03-14 20:46:40,compact car,Manual,gasoline,,487,volkswagen,"150,000km",75,1993,"1,188,000 Rwf"
22465,2011-03-30 16:54:10,convertible,,gasoline,Yes,454,smart,"90,000km",54,1996,"13,198,800 Rwf"
22466,2011-03-26 20:55:00,Other,Manual,gasoline,,381,bmw,"100,000km",129,1980,"84,600,000 Rwf"
22467,2011-03-28 13:52:00,compact car,Manual,gasoline,,214,ford,"150,000km",50,1997,"1,140,000 Rwf"
22468,2011-03-24 21:56:26,sedan,Manual,diesel,,133,audi,"150,000km",131,1998,"48,588,000 Rwf"
22469,2011-03-31 18:51:39,compact car,Manual,gasoline,,203,renault,"150,000km",98,1999,"24,360,000 Rwf"
22470,2011-03-21 13:54:20,convertible,Manual,gasoline,Yes,25,bmw,"150,000km",143,2004,"84,360,000 Rwf"
22471,2011-03-13 07:54:03,,Manual,,,655,audi,"150,000km",180,2012,"97,188,000 Rwf"
22472,2011-04-07 11:36:25,compact car,Manual,gasoline,,807,fiat,"60,000km",60,2000,"36,358,800 Rwf"
22473,2011-03-07 13:36:18,,Manual,,,59,bmw,"150,000km",193,1995,"12,960,000 Rwf"
22474,2011-03-16 17:45:43,sedan,Manual,gasoline,,883,alfa_romeo,"70,000km",105,2005,"85,188,000 Rwf"
22475,2011-03-23 20:42:42,sedan,Manual,gasoline,,97,ford,"150,000km",116,1988,"1,020,000 Rwf"
22476,2011-03-16 16:45:45,,Automatic,,,46,volkswagen,"150,000km",106,1995,"1,198,800 Rwf"
22477,2011-04-03 16:52:23,,Manual,gasoline,,352,volkswagen,"150,000km",0,2011,"720,000 Rwf"
22478,2011-03-11 17:38:38,sedan,Manual,diesel,,619,mercedes_benz,"150,000km",0,2001,"36,000,000 Rwf"
22479,2011-03-30 21:45:45,sedan,Manual,gasoline,,801,bmw,"150,000km",102,1991,"12,240,000 Rwf"
22480,2011-03-14 18:57:33,convertible,Manual,gasoline,,594,renault,"150,000km",90,1992,0 Rwf
22481,2011-03-14 21:54:35,compact car,Manual,gasoline,,719,ford,"125,000km",60,2000,"13,140,000 Rwf"
22482,2011-03-13 10:36:24,convertible,Automatic,gasoline,,43,chrysler,"80,000km",218,2000,"240,000,000 Rwf"
22483,2011-03-19 12:54:06,compact car,Manual,gasoline,Yes,269,daewoo,"150,000km",72,2000,"960,000 Rwf"
22484,2011-03-29 10:52:54,,Manual,gasoline,,648,ford,"90,000km",144,2012,"192,588,000 Rwf"
22485,2011-03-11 09:54:06,sedan,Manual,gasoline,,721,volkswagen,"125,000km",102,2005,"84,960,000 Rwf"
22486,2011-03-27 09:36:25,,Manual,gasoline,,206,citroen,"150,000km",0,2011,"420,000 Rwf"
22487,2011-04-03 21:39:31,sedan,Manual,gasoline,,471,volkswagen,"125,000km",75,1997,"24,600,000 Rwf"
22488,2011-03-30 23:53:33,station wagon,Manual,diesel,,632,volkswagen,"150,000km",101,1999,"13,080,000 Rwf"
22489,2011-03-31 10:50:34,station wagon,Automatic,diesel,,440,volkswagen,"150,000km",131,2000,"36,960,000 Rwf"
22490,2011-03-09 00:57:29,sedan,Automatic,hybrid,,539,toyota,"30,000km",77,2001,"97,198,800 Rwf"
22491,2011-04-02 10:57:54,sedan,Automatic,gasoline,,614,bmw,"150,000km",150,1993,"12,000,000 Rwf"
22492,2011-03-24 21:55:42,compact car,Manual,gasoline,Yes,278,volkswagen,"30,000km",75,1992,"192,000 Rwf"
22493,2011-03-22 12:54:47,,,,,755,ford,"70,000km",0,1990,0 Rwf
22494,2011-03-05 14:56:42,compact car,Manual,gasoline,,809,renault,"125,000km",58,1998,"12,420,000 Rwf"
22495,2011-03-21 12:38:53,sedan,Manual,,,26,audi,"150,000km",193,1993,"13,078,800 Rwf"
22496,2011-04-01 11:37:45,station wagon,Manual,diesel,,167,volkswagen,"150,000km",180,1999,0 Rwf
22497,2011-03-25 18:36:18,van,Manual,gasoline,,564,volkswagen,"150,000km",116,1997,"25,188,000 Rwf"
22498,2011-03-29 12:59:46,station wagon,Manual,gasoline,Yes,196,audi,"150,000km",193,1994,"12,120,000 Rwf"
22499,2011-03-30 09:56:56,station wagon,Manual,diesel,Yes,327,fiat,"125,000km",116,2000,"24,478,800 Rwf"
22500,2011-03-14 20:46:00,Other,Automatic,gasoline,,413,mercedes_benz,"150,000km",218,1995,"49,188,000 Rwf"
22501,2011-03-18 10:49:06,van,Automatic,gasoline,,78,opel,"150,000km",0,1994,"600,000 Rwf"
22502,2011-03-20 20:37:18,sedan,Manual,gasoline,,241,mercedes_benz,"150,000km",108,1986,"12,930,000 Rwf"
22503,2011-04-01 22:49:21,compact car,Manual,gasoline,,143,volkswagen,"90,000km",105,2004,"85,140,000 Rwf"
22504,2011-04-04 15:47:35,Other,Automatic,gasoline,,174,mercedes_benz,"150,000km",129,1996,"48,180,000 Rwf"
22505,2011-03-29 00:56:26,sedan,Manual,gasoline,,774,peugeot,"90,000km",174,2003,"72,958,800 Rwf"
22506,2011-03-07 06:03:16,compact car,Manual,gasoline,Yes,800,volkswagen,"150,000km",75,1994,"600,000 Rwf"
22507,2011-03-08 20:40:36,sedan,Manual,,,803,fiat,"150,000km",60,1998,"420,000 Rwf"
22508,2011-04-04 19:58:04,Other,Automatic,gasoline,,432,mercedes_benz,"150,000km",387,2001,"252,600,000 Rwf"
22509,2011-03-31 00:57:13,sedan,,gasoline,,265,bmw,"150,000km",211,1989,"25,080,000 Rwf"
22510,2011-03-15 23:52:40,convertible,Manual,gasoline,,250,opel,"125,000km",147,1996,"48,120,000 Rwf"
22511,2011-03-29 19:43:26,sedan,Automatic,diesel,,310,citroen,"80,000km",133,1999,"37,080,000 Rwf"
22512,2011-03-24 11:50:37,station wagon,Automatic,gasoline,,366,bmw,"150,000km",193,1995,"25,198,800 Rwf"
22513,2011-03-20 18:42:40,Other,Manual,gasoline,Yes,877,bmw,"150,000km",218,2001,"109,198,800 Rwf"
22514,2011-04-03 17:45:26,station wagon,Automatic,diesel,,487,audi,"150,000km",179,1997,"48,480,000 Rwf"
22515,2011-03-09 19:58:50,sedan,Manual,gasoline,,631,bmw,"150,000km",101,1990,"12,600,000 Rwf"
22516,2011-04-01 12:25:24,Other,Automatic,gasoline,,520,bmw,"150,000km",0,1994,"24,840,000 Rwf"
22517,2011-03-10 18:52:01,station wagon,Manual,gasoline,,773,bmw,"150,000km",170,1993,"25,140,000 Rwf"
22518,2011-03-16 09:49:04,SUV,Manual,gasoline,,370,nissan,"125,000km",140,1997,"48,600,000 Rwf"
22519,2011-03-07 11:54:10,sedan,Manual,gasoline,,429,volkswagen,"150,000km",75,1994,0 Rwf
22520,2011-04-04 11:52:13,compact car,Manual,diesel,,616,ford,"150,000km",68,2002,"24,240,000 Rwf"
22521,2011-03-15 21:36:42,station wagon,Manual,gasoline,,553,opel,"20,000km",110,1994,"1,080,000 Rwf"
22522,2011-03-29 16:48:12,station wagon,Automatic,diesel,,118,bmw,"150,000km",204,2006,"192,720,000 Rwf"
22523,2011-03-25 18:57:10,station wagon,Manual,diesel,Yes,80,ford,"150,000km",115,1999,"960,000 Rwf"
22524,2011-04-01 18:46:23,station wagon,Manual,diesel,Yes,960,mercedes_benz,"150,000km",170,2001,"108,000,000 Rwf"
22525,2011-03-07 14:53:43,other,Manual,gasoline,Yes,468,kia,"60,000km",126,2004,"36,240,000 Rwf"
22526,2011-03-17 00:38:35,van,Automatic,CNG,,611,volkswagen,"150,000km",150,2006,"157,080,000 Rwf"
22527,2011-03-14 11:37:37,sedan,Automatic,gasoline,,154,opel,"150,000km",71,1990,"660,000 Rwf"
22528,2011-03-24 09:36:43,sedan,Manual,gasoline,,570,skoda,"150,000km",0,1991,"384,000 Rwf"
22529,2011-03-27 22:56:26,,,,,136,volkswagen,"150,000km",0,1990,"360,000 Rwf"
22530,2011-03-22 00:56:22,Other,Manual,gasoline,,120,ford,"150,000km",122,1993,"12,360,000 Rwf"
22531,2011-03-14 19:25:21,sedan,Automatic,diesel,,42,audi,"150,000km",224,1999,"96,600,000 Rwf"
22532,2011-03-27 19:58:56,,Manual,gasoline,,83,volkswagen,"150,000km",75,2012,"960,000 Rwf"
22533,2011-03-10 08:56:32,compact car,Automatic,diesel,,173,smart,"150,000km",43,1998,"24,358,800 Rwf"
22534,2011-03-12 12:53:03,sedan,Manual,gasoline,,48,audi,"150,000km",193,1991,"12,360,000 Rwf"
22535,2011-03-30 01:56:23,station wagon,Automatic,diesel,,692,volkswagen,"125,000km",140,2003,"84,720,000 Rwf"
22536,2011-03-23 22:41:08,Other,Manual,gasoline,,140,honda,"150,000km",133,1995,"12,480,000 Rwf"
22537,2011-04-02 16:37:34,station wagon,Automatic,diesel,,515,bmw,"150,000km",150,1999,"48,660,000 Rwf"
22538,2011-03-11 01:36:17,van,Manual,diesel,,681,toyota,"125,000km",136,2003,"96,480,000 Rwf"
22539,2011-03-19 04:54:35,compact car,Manual,gasoline,,792,volkswagen,"150,000km",75,1989,"960,000 Rwf"
22540,2011-03-11 03:36:24,station wagon,Manual,gasoline,,472,volvo,"150,000km",165,1994,"600,000 Rwf"
22541,2011-03-27 22:54:31,sedan,Manual,gasoline,,282,mitsubishi,"150,000km",90,1994,"1,080,000 Rwf"
22542,2011-03-24 11:40:34,sedan,Manual,gasoline,,172,bmw,"150,000km",140,1991,"12,000,000 Rwf"
22543,2011-03-09 10:53:52,station wagon,Manual,gasoline,,144,opel,"125,000km",101,1993,0 Rwf
22544,2011-03-26 17:42:11,station wagon,Manual,gasoline,,693,opel,"150,000km",116,1994,"12,780,000 Rwf"
22545,2011-03-27 12:48:46,sedan,Manual,gasoline,,457,volkswagen,"150,000km",60,1991,"720,000 Rwf"
22546,2011-03-14 11:54:40,SUV,Automatic,diesel,,221,ford,"20,000km",163,2009,"336,600,000 Rwf"
22547,2011-03-19 15:56:30,station wagon,Automatic,diesel,,780,mercedes_benz,"150,000km",170,1996,"24,900,000 Rwf"
22548,2011-03-25 16:57:59,station wagon,Automatic,diesel,,481,ford,"125,000km",140,2003,"120,360,000 Rwf"
22549,2011-04-02 16:49:24,station wagon,Manual,gasoline,,238,skoda,"125,000km",80,2001,"36,840,000 Rwf"
22550,2011-03-15 14:46:48,compact car,,gasoline,,82,ford,"150,000km",0,1999,"1,140,000 Rwf"
22551,2011-03-31 01:00:05,sedan,Automatic,diesel,,51,audi,"150,000km",224,2000,"97,198,800 Rwf"
22552,2011-04-05 12:50:40,sedan,Manual,gasoline,,912,bmw,"150,000km",102,1994,"420,000 Rwf"
22553,2011-03-25 20:55:49,sedan,Manual,diesel,,447,skoda,"150,000km",150,1997,"24,900,000 Rwf"
22554,2011-03-29 23:53:15,sedan,Manual,gasoline,,669,renault,"150,000km",75,1993,"12,480,000 Rwf"
22555,2011-03-10 13:39:09,Other,Manual,gasoline,Yes,615,renault,"150,000km",90,1992,"840,000 Rwf"
22556,2011-03-05 20:52:29,station wagon,Manual,diesel,,346,audi,"150,000km",150,1995,"36,600,000 Rwf"
22557,2011-03-25 20:53:17,station wagon,,,,233,audi,"150,000km",0,2000,0 Rwf
22558,2011-03-21 11:56:47,sedan,Manual,gasoline,,413,volkswagen,"150,000km",75,1989,"600,000 Rwf"
22559,2011-03-11 20:54:20,van,Manual,gasoline,,35,renault,"90,000km",75,2000,"25,176,000 Rwf"
22560,2011-03-23 12:51:43,compact car,Manual,gasoline,,231,ford,"60,000km",50,1993,"1,198,800 Rwf"
22561,2011-03-10 13:44:36,station wagon,Manual,diesel,,883,toyota,"60,000km",126,2007,"180,420,000 Rwf"
22562,2011-03-11 14:58:07,compact car,Manual,gasoline,,714,seat,"150,000km",60,1993,"666,000 Rwf"
22563,2011-04-05 10:59:12,compact car,Manual,gasoline,,413,citroen,"100,000km",60,1999,"25,020,000 Rwf"
22564,2011-03-23 14:48:01,SUV,Manual,diesel,,450,ford,"5,000km",179,2010,"349,198,800 Rwf"
22565,2011-03-30 16:44:55,sedan,Manual,,Yes,189,peugeot,"150,000km",60,1999,"1,200 Rwf"
22566,2011-03-29 14:56:18,Other,Automatic,diesel,,795,mercedes_benz,"150,000km",150,1999,"84,718,800 Rwf"
22567,2011-03-19 20:57:49,sedan,Manual,diesel,Yes,432,mercedes_benz,"150,000km",0,1995,"12,600,000 Rwf"
22568,2011-04-03 12:52:31,compact car,Manual,,Yes,765,volkswagen,"150,000km",60,1992,0 Rwf
22569,2011-03-23 09:56:51,sedan,Automatic,diesel,,222,mercedes_benz,"150,000km",90,1995,"24,420,000 Rwf"
22570,2011-03-08 12:37:57,sedan,Manual,diesel,,625,seat,"100,000km",140,2003,"73,198,800 Rwf"
22571,2011-03-15 22:50:17,station wagon,Manual,diesel,,393,fiat,"150,000km",120,2002,"60,960,000 Rwf"
22572,2011-03-19 15:57:24,compact car,Manual,gasoline,,202,volkswagen,"150,000km",64,1998,"13,198,800 Rwf"
22573,2011-03-19 20:38:52,convertible,Manual,,Yes,211,peugeot,"150,000km",136,2000,"12,000,000 Rwf"
22574,2011-03-24 07:36:46,compact car,Manual,gasoline,,962,opel,"150,000km",50,1992,"360,000 Rwf"
22575,2011-03-15 22:50:45,station wagon,Manual,diesel,,771,volkswagen,"150,000km",101,1996,"13,140,000 Rwf"
22576,2011-03-12 18:45:43,sedan,Automatic,gasoline,,485,seat,"30,000km",280,2009,"288,000,000 Rwf"
22577,2011-03-28 20:53:49,van,Manual,gasoline,,265,ford,"150,000km",125,2000,"36,348,000 Rwf"
22578,2011-04-01 13:55:41,station wagon,Manual,gasoline,,474,peugeot,"150,000km",0,1993,"720,000 Rwf"
22579,2011-03-23 15:37:16,convertible,Manual,gasoline,,445,mitsubishi,"80,000km",109,2001,"60,120,000 Rwf"
22580,2011-03-21 10:49:24,station wagon,Manual,gasoline,,106,volkswagen,"100,000km",102,1996,"37,140,000 Rwf"
22581,2011-03-31 16:36:59,sedan,Manual,gasoline,,273,volkswagen,"150,000km",105,1998,"24,480,000 Rwf"
22582,2011-03-13 13:37:34,sedan,Automatic,gasoline,Yes,604,mazda,"150,000km",116,1994,"600,000 Rwf"
22583,2011-03-20 10:25:20,station wagon,Manual,gasoline,,75,renault,"150,000km",107,1995,"960,000 Rwf"
22584,2011-03-24 18:38:13,sedan,Automatic,gasoline,,691,audi,"150,000km",485,1999,0 Rwf
22585,2011-03-21 12:54:23,Other,Manual,gasoline,,738,sonstige_autos,"70,000km",0,1967,"312,600,000 Rwf"
22586,2011-04-02 16:46:21,compact car,Manual,gasoline,Yes,204,volkswagen,"30,000km",50,1995,"900,000 Rwf"
22587,2011-03-07 01:53:39,compact car,Manual,gasoline,,195,opel,"100,000km",75,1997,"24,780,000 Rwf"
22588,2011-04-02 16:46:02,van,Manual,gasoline,,168,sonstige_autos,"10,000km",46,1983,"37,080,000 Rwf"
22589,2011-03-24 07:36:59,compact car,Manual,gasoline,,412,honda,"100,000km",75,1996,"12,598,800 Rwf"
22590,2011-03-21 22:52:46,compact car,Manual,gasoline,,608,renault,"150,000km",131,1998,"24,000,000 Rwf"
22591,2011-03-07 10:38:13,compact car,Manual,gasoline,,972,peugeot,"125,000km",60,1996,"12,708,000 Rwf"
22592,2011-03-21 02:00:33,SUV,Automatic,hybrid,,27,sonstige_autos,"150,000km",200,2000,"133,080,000 Rwf"
22593,2011-03-21 18:57:49,sedan,Automatic,gasoline,,592,mercedes_benz,"125,000km",245,1998,"109,140,000 Rwf"
22594,2011-04-07 12:25:35,SUV,Automatic,diesel,,358,mercedes_benz,"150,000km",224,2000,"120,360,000 Rwf"
22595,2011-04-04 11:49:12,compact car,Manual,gasoline,,440,peugeot,"150,000km",60,1993,"12,000,000 Rwf"
22596,2011-03-24 20:37:41,sedan,Manual,gasoline,,801,mercedes_benz,"150,000km",122,1993,"12,960,000 Rwf"
22597,2011-03-22 21:49:26,sedan,Manual,,Yes,848,volkswagen,"150,000km",170,1997,"600,000 Rwf"
22598,2011-03-09 15:47:39,compact car,Manual,gasoline,,881,fiat,"80,000km",60,2004,"36,960,000 Rwf"
22599,2011-03-20 22:37:14,sedan,Manual,diesel,,890,volkswagen,"150,000km",110,1994,"12,718,800 Rwf"
22600,2011-04-02 16:46:32,,Manual,,,651,mercedes_benz,"125,000km",165,2012,"36,240,000 Rwf"
22601,2011-03-09 20:06:21,sedan,Manual,gasoline,Yes,740,bmw,"150,000km",150,1991,"12,120,000 Rwf"
22602,2011-03-20 16:06:17,station wagon,,diesel,,935,audi,"150,000km",0,2000,"84,336,000 Rwf"
22603,2011-03-27 20:50:17,station wagon,Manual,diesel,,290,audi,"150,000km",163,1998,"25,198,800 Rwf"
22604,2011-04-01 22:38:52,sedan,Automatic,gasoline,,394,volkswagen,"40,000km",105,2008,"228,600,000 Rwf"
22605,2011-04-02 22:50:43,compact car,Manual,gasoline,,42,ford,"80,000km",69,2004,"48,240,000 Rwf"
22606,2011-03-15 21:37:05,sedan,Manual,gasoline,,387,audi,"150,000km",160,2002,"108,960,000 Rwf"
22607,2011-03-31 00:59:59,sedan,Manual,diesel,,662,kia,"150,000km",140,2003,"48,720,000 Rwf"
22608,2011-03-20 10:37:56,van,Automatic,diesel,,34,mercedes_benz,"150,000km",150,2003,"216,600,000 Rwf"
22609,2011-04-03 21:54:07,station wagon,Automatic,diesel,,823,volkswagen,"150,000km",131,2000,"24,958,800 Rwf"
22610,2011-03-08 08:53:10,sedan,Manual,gasoline,,525,kia,"150,000km",88,1996,0 Rwf
22611,2011-03-10 10:52:10,sedan,Manual,gasoline,,217,mercedes_benz,"150,000km",100,1992,"960,000 Rwf"
22612,2011-03-27 00:59:59,van,Manual,gasoline,,812,renault,"150,000km",107,1994,"12,000,000 Rwf"
22613,2011-03-13 20:43:54,van,Automatic,diesel,Yes,827,mercedes_benz,"150,000km",150,2002,"72,358,800 Rwf"
22614,2011-03-28 14:49:47,compact car,Manual,diesel,,78,volkswagen,"150,000km",110,1997,"48,240,000 Rwf"
